Original Path,Safe Delete Path,Deleted At,Size
/Users/tomosia/Downloads/SequenceDesignExample/demo.cache,safe_delete/Users/tomosia/Downloads/SequenceDesignExample/demo.cache,2025-11-14 14:59:23,0.0
/Users/tomosia/Downloads/SequenceDesignExample/demo.txt,safe_delete/Users/tomosia/Downloads/SequenceDesignExample/demo.txt,2025-11-14 14:59:23,0.0
/Users/tomosia/Downloads/SequenceDesignExample/file.txt,safe_delete/Users/tomosia/Downloads/SequenceDesignExample/file.txt,2025-11-14 14:59:23,0.0
